אבא	
רבי אבא	
ר' אבא אבוה דרב בריה דרב משרשיא	
ר' אבא אבוה דר' אבא בר מרי	
ר' אבא אבוה דר' אבא מרי	
אבא אבוה דר' ירמיה בר אבא	
אבא אבוה דר' שמלאי	
אבא אבוה דשמואל	
אבא אומנא	
אבא אושעיא איש טורייא	
רב אבא אחוה דרב בריה דרב משרשיא	
ר' אבא אחוה דר' יהודה בר זבדי	
אבא אלעזר	
אבא אלעזר בן אליעזר בן דולעאי	
אבא אלעזר בן גומל	
אבא אלעזר בן גימל	
אבא אלעזר בן גמלא	
אבא אלעזר בן גמליאל	
אבא אלעזר בן דולעאי	
אבא אנטולי	
אבא אריכא	
אבא ביראה	
אבא בן יוסי	
אבא בנימין	
אבא בר אבא	
אבא בר אבא אבוה דשמואל	
אבא בר אבא בר ממל	
רבי אבא בר אבין	
רבי אבא בר אבינא	
רבי אבא בר אדא	
אבא בר אחא	
אבא בר אחא כרסלא	
אבא בר איבו	
רבי אבא בר אילעי	
ר' אבא בר אלישע	
ר' אבא בר אמי	
רבי אבא בר ביזנא	
אבא בר בנימין	
אבא בר בר חנא	
אבא בר בר חנה	
ר' אבא בר בריה דר' חייא בר אבא	
ר' אבא בר גרשון	
ר' אבא בר המנונא	
רבי אבא בר זבדא	
ר' אבא בר זבדי	
רבי אבא בר זבינא	
ר' אבא בר זוטרא	
אבא בר זימנא	
ר' אבא בר זמינא	
ר' אבא בר זעירא	
רב אבא בר חוניא	
אבא בר חייא	
רבי אבא בר חייא בר אשי	
ר' אבא בר חיננא	
אבא בר חליפיי בר קריי	
אבא בר חמא	
אבא בר חנן	
אבא בר חסדא	
ר' אבא בר טבליי	
ר' אבא בר יהודה	
ר' אבא בר יודן	
ר' אבא בר יוסף	
רב אבא בר יוסף בר רבא	
ר' אבא בר ימינא	
רבי אבא בר יסא	
ר' אבא בר יעקב	
ר' אבא בר יצחק	
ר' אבא בר ירמיה	
ר' אבא בר כהן	
ר' אבא בר כהנא	
ר' אבא בר כהנא בר יודן	
ר' אבא בר לוי	
ר' אבא בר מדיא	
ר' אבא בר מימי	
ר' אבא בר מינא	
ר' אבא בר ממל	
ר' אבא בר מניומי	
ר' אבא בר מריא	
אבא בר מרתא	
ר' אבא בר נגרי	
ר' אבא בר נתן	
ר' אבא בר סיסי	
ר' אבא בר עילאי	
ר' אבא בר פפא	
רבי אבא בר פפי	
אבא בר קוריה	
אבא בר קפרא	
אבא בר רב הונא	
רב אבא בר שומני	
רבי אבא בר שילא	
ר' אבא בר שמואל	
ר' אבא בר תחליפא	
רבי אבא בריה דרב ביבי	
אבא בריה דרב בנימין בר חייא	
אבא בריה דרב מנימין בר חייא	
ר' אבא בריה דרב נחמן	
אבא בריה דרבה בר רב הונא	
רבי אבא בריה דרבי חייא בר אבא	
ר' אבא בריה דר' יוסי בן חלפתא	
ר' אבא בר' זירא	
אבא גוריא	
אבא גוריין איש צדיין	
רבי אבא דמן חיפא	
רבי אבא דמן כיפה	
ר' אבא דמן כיפה	
רבי אבא דמן עכו	
רבי אבא דמן קיסרי	
רבי אבא האדומי	
אבא הדורש	
רב אבא הונא הכהן בר אבין	
אבא הושעיא איש טרייא	
